event_id,user_id,event_type,timestamp,app_version,major_version,os,country,session_id,properties,event_date,event_hour,day_of_week,week_of_year,year_month
EVT_000453,USER_062,error,2024-01-14 23:20:38+00:00,1.3.8,1,Web,MY,SESSION_9939,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,23,Sunday,2,2024-01
EVT_000455,USER_081,app_open,2024-01-05 07:13:54+00:00,1.0.0,1,Android,MY,SESSION_5521,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,7,Friday,1,2024-01
EVT_000456,USER_228,error,2024-01-03 04:16:23+00:00,1.2.4,1,iOS,PH,SESSION_5093,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,4,Wednesday,1,2024-01
EVT_000457,USER_188,screen_view,2024-01-07 18:58:13+00:00,2.1.7,2,Web,VN,SESSION_6319,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'checkout'}",2024-01-07,18,Sunday,1,2024-01
EVT_000459,USER_059,crash,2024-01-07 03:55:49+00:00,2.0.4,2,Web,ID,SESSION_1187,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-07,3,Sunday,1,2024-01
EVT_000460,USER_084,share_clicked,2024-01-06 17:36:09+00:00,1.0.6,1,Android,PH,SESSION_4617,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-06,17,Saturday,1,2024-01
EVT_000461,USER_111,purchase,2024-01-10 16:05:14+00:00,1.1.5,1,iOS,TH,SESSION_7460,"{'item_id': 'ITEM_685', 'amount': 375.2, 'query': None, 'screen_name': None}",2024-01-10,16,Wednesday,2,2024-01
EVT_000462,USER_103,share_clicked,2024-01-09 12:16:05+00:00,1.1.7,1,Web,SG,SESSION_8118,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,12,Tuesday,2,2024-01
EVT_000463,USER_051,download_started,2024-01-08 12:41:36+00:00,1.1.1,1,Android,TH,SESSION_9589,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-08,12,Monday,2,2024-01
EVT_000464,USER_023,button_click,2024-01-06 21:59:36+00:00,2.2.5,2,iOS,MY,SESSION_7776,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-06,21,Saturday,1,2024-01
EVT_000465,USER_198,purchase,2024-01-06 19:41:01+00:00,2.4.7,2,Web,SG,SESSION_3773,"{'item_id': 'ITEM_551', 'amount': 31.99, 'query': None, 'screen_name': None}",2024-01-06,19,Saturday,1,2024-01
EVT_000466,USER_096,search,2024-01-14 07:12:43+00:00,1.5.0,1,iOS,PH,SESSION_2405,"{'item_id': None, 'amount': None, 'query': 'search_term_19', 'screen_name': None}",2024-01-14,7,Sunday,2,2024-01
EVT_000467,USER_178,button_click,2024-01-14 09:00:21+00:00,2.3.0,2,Android,SG,SESSION_5999,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,9,Sunday,2,2024-01
EVT_000469,USER_232,share_clicked,2024-01-11 00:24:37+00:00,2.1.0,2,Android,SG,SESSION_1712,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,0,Thursday,2,2024-01
EVT_000470,USER_014,review_submitted,2024-01-13 22:39:17+00:00,1.3.4,1,Web,VN,SESSION_1136,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-13,22,Saturday,2,2024-01
EVT_000471,USER_223,wishlist_add,2024-01-06 03:01:18+00:00,2.4.1,2,Android,TH,SESSION_4787,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-06,3,Saturday,1,2024-01
EVT_000473,USER_126,wishlist_add,2024-01-15 16:19:21+00:00,1.2.5,1,Android,VN,SESSION_3572,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,16,Monday,3,2024-01
EVT_000474,USER_208,app_close,2024-01-05 07:32:17+00:00,2.0.8,2,Android,SG,SESSION_5221,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,7,Friday,1,2024-01
EVT_000475,USER_169,search,2024-01-03 10:57:25+00:00,2.4.9,2,Web,VN,SESSION_2438,"{'item_id': None, 'amount': None, 'query': 'search_term_30', 'screen_name': None}",2024-01-03,10,Wednesday,1,2024-01
EVT_000476,USER_110,purchase,2024-01-07 07:36:09+00:00,2.4.2,2,iOS,VN,SESSION_6395,"{'item_id': 'ITEM_241', 'amount': 294.71, 'query': None, 'screen_name': None}",2024-01-07,7,Sunday,1,2024-01
EVT_000477,USER_080,share_clicked,2024-01-11 06:55:08+00:00,2.1.9,2,iOS,MY,SESSION_3215,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,6,Thursday,2,2024-01
EVT_000478,USER_031,item_view,2024-01-02 17:34:46+00:00,1.5.0,1,Android,TH,SESSION_6203,"{'item_id': 'ITEM_521', 'amount': None, 'query': None, 'screen_name': None}",2024-01-02,17,Tuesday,1,2024-01
EVT_000479,USER_211,checkout,2024-01-05 14:47:59+00:00,1.0.2,1,iOS,ID,SESSION_3489,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,14,Friday,1,2024-01
EVT_000480,USER_156,error,2024-01-13 19:39:17+00:00,1.1.0,1,Android,ID,SESSION_4783,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-13,19,Saturday,2,2024-01
EVT_000481,USER_217,crash,2024-01-12 15:08:32+00:00,2.1.6,2,Android,TH,SESSION_8680,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-12,15,Friday,2,2024-01
EVT_000482,USER_009,wishlist_remove,2024-01-03 05:12:14+00:00,2.3.3,2,Web,VN,SESSION_1245,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,5,Wednesday,1,2024-01
EVT_000483,USER_238,review_submitted,2024-01-04 06:04:11+00:00,2.3.3,2,Android,TH,SESSION_9027,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-04,6,Thursday,1,2024-01
EVT_000484,USER_212,wishlist_add,2024-01-13 01:38:47+00:00,2.4.9,2,Web,PH,SESSION_6126,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-13,1,Saturday,2,2024-01
EVT_000485,USER_202,app_close,2024-01-09 20:56:45+00:00,1.3.7,1,iOS,SG,SESSION_9530,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,20,Tuesday,2,2024-01
EVT_000486,USER_011,download_started,2024-01-09 17:25:47+00:00,1.1.4,1,Android,TH,SESSION_7347,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,17,Tuesday,2,2024-01
EVT_000487,USER_074,review_submitted,2024-01-15 09:49:52+00:00,2.2.9,2,iOS,VN,SESSION_3727,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,9,Monday,3,2024-01
EVT_000488,USER_166,review_submitted,2024-01-09 04:29:53+00:00,1.1.9,1,Web,PH,SESSION_2481,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,4,Tuesday,2,2024-01
EVT_000489,USER_116,app_open,2024-01-03 12:26:20+00:00,2.4.3,2,Android,ID,SESSION_3930,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,12,Wednesday,1,2024-01
EVT_000490,USER_233,item_view,2024-01-05 10:44:41+00:00,1.0.7,1,Web,MY,SESSION_3024,"{'item_id': 'ITEM_187', 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,10,Friday,1,2024-01
EVT_000491,USER_203,share_clicked,2024-01-09 22:24:46+00:00,2.4.6,2,iOS,SG,SESSION_3619,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,22,Tuesday,2,2024-01
EVT_000492,USER_169,search,2024-01-15 10:36:55+00:00,1.1.0,1,Android,MY,SESSION_3656,"{'item_id': None, 'amount': None, 'query': 'search_term_40', 'screen_name': None}",2024-01-15,10,Monday,3,2024-01
EVT_000493,USER_047,button_click,2024-01-12 14:18:40+00:00,1.0.9,1,Android,ID,SESSION_3155,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-12,14,Friday,2,2024-01
EVT_000494,USER_140,app_open,2024-01-08 15:54:31+00:00,1.1.9,1,Web,TH,SESSION_9084,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-08,15,Monday,2,2024-01
EVT_000495,USER_154,crash,2024-01-08 13:28:05+00:00,1.4.4,1,Web,VN,SESSION_1107,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-08,13,Monday,2,2024-01
EVT_000496,USER_038,app_close,2024-01-09 06:03:11+00:00,1.1.0,1,Web,PH,SESSION_6718,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,6,Tuesday,2,2024-01
EVT_000497,USER_236,screen_view,2024-01-14 19:19:21+00:00,1.3.2,1,iOS,VN,SESSION_1803,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'product'}",2024-01-14,19,Sunday,2,2024-01
EVT_000499,USER_230,wishlist_add,2024-01-02 09:20:23+00:00,2.4.1,2,Android,TH,SESSION_2108,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-02,9,Tuesday,1,2024-01
EVT_000500,USER_071,payment_success,2024-01-03 03:44:55+00:00,2.4.3,2,Web,SG,SESSION_9635,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,3,Wednesday,1,2024-01
EVT_000501,USER_187,share_clicked,2024-01-10 01:06:36+00:00,2.5.9,2,Web,MY,SESSION_2436,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-10,1,Wednesday,2,2024-01
EVT_000502,USER_067,share_clicked,2024-01-07 19:54:20+00:00,1.4.9,1,Android,PH,SESSION_6797,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-07,19,Sunday,1,2024-01
EVT_000503,USER_207,item_view,2024-01-12 20:31:31+00:00,2.1.0,2,iOS,ID,SESSION_4812,"{'item_id': 'ITEM_576', 'amount': None, 'query': None, 'screen_name': None}",2024-01-12,20,Friday,2,2024-01
EVT_000504,USER_054,crash,2024-01-11 03:47:54+00:00,2.0.5,2,Android,PH,SESSION_7793,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,3,Thursday,2,2024-01
EVT_000505,USER_164,add_to_cart,2024-01-13 20:13:00+00:00,2.0.4,2,Android,PH,SESSION_5614,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-13,20,Saturday,2,2024-01
EVT_000506,USER_030,payment_success,2024-01-09 10:49:00+00:00,2.5.9,2,Web,ID,SESSION_6592,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,10,Tuesday,2,2024-01
EVT_000508,USER_138,payment_success,2024-01-11 14:57:55+00:00,2.5.0,2,Web,MY,SESSION_8577,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,14,Thursday,2,2024-01
EVT_000509,USER_143,download_started,2024-01-10 23:43:20+00:00,1.4.5,1,Android,ID,SESSION_1306,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-10,23,Wednesday,2,2024-01
EVT_000510,USER_087,wishlist_add,2024-01-03 08:53:01+00:00,1.4.9,1,Android,SG,SESSION_9753,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,8,Wednesday,1,2024-01
EVT_000511,USER_193,purchase,2024-01-10 03:55:50+00:00,1.2.6,1,iOS,TH,SESSION_6152,"{'item_id': 'ITEM_998', 'amount': 126.44, 'query': None, 'screen_name': None}",2024-01-10,3,Wednesday,2,2024-01
EVT_000512,USER_078,item_view,2024-01-08 09:13:33+00:00,2.0.3,2,iOS,TH,SESSION_2838,"{'item_id': 'ITEM_618', 'amount': None, 'query': None, 'screen_name': None}",2024-01-08,9,Monday,2,2024-01
EVT_000514,USER_174,search,2024-01-03 03:52:33+00:00,1.3.6,1,Web,PH,SESSION_4361,"{'item_id': None, 'amount': None, 'query': 'search_term_15', 'screen_name': None}",2024-01-03,3,Wednesday,1,2024-01
EVT_000515,USER_176,crash,2024-01-01 09:59:02+00:00,2.3.0,2,iOS,PH,SESSION_2426,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,9,Monday,1,2024-01
EVT_000516,USER_006,error,2024-01-13 21:47:19+00:00,1.2.3,1,iOS,MY,SESSION_6114,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-13,21,Saturday,2,2024-01
EVT_000517,USER_113,button_click,2024-01-05 17:20:49+00:00,1.1.4,1,iOS,ID,SESSION_5467,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,17,Friday,1,2024-01
EVT_000518,USER_053,download_started,2024-01-10 17:32:06+00:00,2.2.2,2,Web,MY,SESSION_6739,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-10,17,Wednesday,2,2024-01
EVT_000519,USER_080,crash,2024-01-10 07:10:04+00:00,2.0.2,2,iOS,TH,SESSION_6549,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-10,7,Wednesday,2,2024-01
EVT_000520,USER_099,app_close,2024-01-15 21:03:06+00:00,2.3.2,2,Web,PH,SESSION_2410,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,21,Monday,3,2024-01
EVT_000521,USER_177,review_submitted,2024-01-15 18:40:53+00:00,2.2.3,2,Web,VN,SESSION_6826,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,18,Monday,3,2024-01
EVT_000522,USER_194,review_submitted,2024-01-13 17:05:59+00:00,1.5.7,1,iOS,TH,SESSION_3159,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-13,17,Saturday,2,2024-01
EVT_000523,USER_197,review_submitted,2024-01-05 21:41:45+00:00,1.1.2,1,Web,MY,SESSION_8709,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,21,Friday,1,2024-01
EVT_000524,USER_180,payment_success,2024-01-15 11:25:11+00:00,2.3.0,2,iOS,TH,SESSION_6320,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,11,Monday,3,2024-01
EVT_000525,USER_217,item_view,2024-01-02 11:30:29+00:00,2.4.9,2,iOS,PH,SESSION_5624,"{'item_id': 'ITEM_205', 'amount': None, 'query': None, 'screen_name': None}",2024-01-02,11,Tuesday,1,2024-01
EVT_000526,USER_084,download_started,2024-01-07 22:50:06+00:00,2.4.7,2,Android,PH,SESSION_2162,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-07,22,Sunday,1,2024-01
EVT_000527,USER_141,item_view,2024-01-07 07:39:15+00:00,2.0.5,2,iOS,VN,SESSION_8903,"{'item_id': 'ITEM_705', 'amount': None, 'query': None, 'screen_name': None}",2024-01-07,7,Sunday,1,2024-01
EVT_000528,USER_088,download_started,2024-01-07 13:36:50+00:00,1.5.1,1,Web,VN,SESSION_4869,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-07,13,Sunday,1,2024-01
EVT_000529,USER_153,review_submitted,2024-01-10 15:07:37+00:00,1.3.2,1,Android,TH,SESSION_6330,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-10,15,Wednesday,2,2024-01
EVT_000531,USER_232,app_open,2024-01-14 04:56:37+00:00,1.3.8,1,Android,TH,SESSION_3403,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,4,Sunday,2,2024-01
EVT_000532,USER_053,payment_success,2024-01-10 18:28:12+00:00,2.3.5,2,iOS,PH,SESSION_5910,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-10,18,Wednesday,2,2024-01
EVT_000533,USER_217,search,2024-01-01 19:32:25+00:00,1.2.8,1,iOS,ID,SESSION_5819,"{'item_id': None, 'amount': None, 'query': 'search_term_91', 'screen_name': None}",2024-01-01,19,Monday,1,2024-01
EVT_000534,USER_073,app_open,2024-01-09 11:07:55+00:00,2.5.9,2,Android,VN,SESSION_4854,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,11,Tuesday,2,2024-01
EVT_000536,USER_237,payment_failed,2024-01-04 17:24:53+00:00,1.2.2,1,iOS,ID,SESSION_7835,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-04,17,Thursday,1,2024-01
EVT_000538,USER_179,crash,2024-01-14 14:57:50+00:00,1.3.8,1,Android,PH,SESSION_7974,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,14,Sunday,2,2024-01
EVT_000539,USER_058,item_view,2024-01-14 14:24:22+00:00,1.4.7,1,Web,SG,SESSION_7959,"{'item_id': 'ITEM_829', 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,14,Sunday,2,2024-01
EVT_000540,USER_140,error,2024-01-09 08:26:59+00:00,1.0.9,1,Android,VN,SESSION_7012,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,8,Tuesday,2,2024-01
EVT_000541,USER_247,screen_view,2024-01-06 03:37:30+00:00,2.3.8,2,iOS,PH,SESSION_3327,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'checkout'}",2024-01-06,3,Saturday,1,2024-01
EVT_000542,USER_190,screen_view,2024-01-02 07:30:40+00:00,2.4.0,2,Android,PH,SESSION_9834,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'home'}",2024-01-02,7,Tuesday,1,2024-01
EVT_000543,USER_121,error,2024-01-08 14:32:57+00:00,2.2.4,2,Android,SG,SESSION_6431,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-08,14,Monday,2,2024-01
EVT_000545,USER_074,rating_submitted,2024-01-05 23:39:01+00:00,1.4.1,1,Android,MY,SESSION_2351,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,23,Friday,1,2024-01
EVT_000546,USER_220,checkout,2024-01-03 19:17:17+00:00,1.4.2,1,Web,VN,SESSION_1232,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,19,Wednesday,1,2024-01
EVT_000547,USER_207,item_view,2024-01-03 21:28:23+00:00,1.3.2,1,Web,ID,SESSION_5280,"{'item_id': 'ITEM_451', 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,21,Wednesday,1,2024-01
EVT_000548,USER_211,search,2024-01-02 04:38:59+00:00,2.3.3,2,Web,TH,SESSION_9125,"{'item_id': None, 'amount': None, 'query': 'search_term_93', 'screen_name': None}",2024-01-02,4,Tuesday,1,2024-01
EVT_000549,USER_188,payment_failed,2024-01-11 05:13:36+00:00,2.0.0,2,iOS,TH,SESSION_1890,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,5,Thursday,2,2024-01
EVT_000550,USER_192,download_started,2024-01-07 15:19:30+00:00,2.5.6,2,Android,MY,SESSION_4828,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-07,15,Sunday,1,2024-01
EVT_000551,USER_004,purchase,2024-01-03 16:55:27+00:00,2.5.5,2,Web,VN,SESSION_8353,"{'item_id': 'ITEM_142', 'amount': 57.71, 'query': None, 'screen_name': None}",2024-01-03,16,Wednesday,1,2024-01
EVT_000552,USER_111,crash,2024-01-09 20:22:54+00:00,2.2.4,2,iOS,MY,SESSION_5466,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,20,Tuesday,2,2024-01
EVT_000553,USER_198,remove_from_cart,2024-01-11 18:25:29+00:00,2.5.2,2,Android,PH,SESSION_4193,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,18,Thursday,2,2024-01
EVT_000554,USER_018,app_open,2024-01-01 21:00:53+00:00,1.4.1,1,Web,TH,SESSION_7737,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,21,Monday,1,2024-01
EVT_000556,USER_032,button_click,2024-01-11 06:38:40+00:00,1.3.9,1,iOS,ID,SESSION_2415,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,6,Thursday,2,2024-01
EVT_000557,USER_120,screen_view,2024-01-12 05:16:18+00:00,2.3.5,2,Android,SG,SESSION_8429,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'home'}",2024-01-12,5,Friday,2,2024-01
EVT_000558,USER_086,app_close,2024-01-05 01:24:24+00:00,2.1.7,2,iOS,TH,SESSION_5230,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,1,Friday,1,2024-01
EVT_000559,USER_046,rating_submitted,2024-01-15 06:39:25+00:00,1.4.6,1,iOS,PH,SESSION_2776,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,6,Monday,3,2024-01
EVT_000560,USER_184,checkout,2024-01-11 03:58:28+00:00,1.0.1,1,Web,VN,SESSION_2692,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,3,Thursday,2,2024-01
EVT_000561,USER_128,search,2024-01-05 14:01:57+00:00,1.5.6,1,Android,SG,SESSION_1014,"{'item_id': None, 'amount': None, 'query': 'search_term_90', 'screen_name': None}",2024-01-05,14,Friday,1,2024-01
EVT_000562,USER_132,rating_submitted,2024-01-06 12:36:00+00:00,2.3.1,2,Web,SG,SESSION_8833,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-06,12,Saturday,1,2024-01
EVT_000563,USER_200,rating_submitted,2024-01-01 12:44:52+00:00,2.2.4,2,Android,ID,SESSION_2985,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,12,Monday,1,2024-01
EVT_000564,USER_137,payment_success,2024-01-11 20:05:23+00:00,2.2.3,2,iOS,PH,SESSION_2318,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,20,Thursday,2,2024-01
EVT_000565,USER_077,wishlist_add,2024-01-01 12:42:12+00:00,2.3.1,2,Web,TH,SESSION_2749,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,12,Monday,1,2024-01
EVT_000566,USER_050,app_open,2024-01-12 06:08:02+00:00,2.3.1,2,Web,VN,SESSION_4907,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-12,6,Friday,2,2024-01
EVT_000567,USER_208,review_submitted,2024-01-05 15:34:53+00:00,1.2.0,1,Android,VN,SESSION_1268,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-05,15,Friday,1,2024-01
EVT_000568,USER_207,share_clicked,2024-01-01 12:07:13+00:00,1.5.9,1,iOS,ID,SESSION_8509,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,12,Monday,1,2024-01
EVT_000569,USER_168,app_open,2024-01-01 23:09:31+00:00,1.1.2,1,iOS,SG,SESSION_8720,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,23,Monday,1,2024-01
EVT_000570,USER_211,button_click,2024-01-11 01:57:19+00:00,1.4.1,1,iOS,ID,SESSION_8474,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-11,1,Thursday,2,2024-01
EVT_000571,USER_057,screen_view,2024-01-08 19:51:39+00:00,2.2.6,2,Android,ID,SESSION_4320,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'checkout'}",2024-01-08,19,Monday,2,2024-01
EVT_000572,USER_247,add_to_cart,2024-01-09 04:20:53+00:00,1.2.1,1,iOS,MY,SESSION_1746,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,4,Tuesday,2,2024-01
EVT_000573,USER_095,download_started,2024-01-03 13:10:44+00:00,2.1.9,2,iOS,SG,SESSION_3703,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,13,Wednesday,1,2024-01
EVT_000574,USER_200,item_view,2024-01-02 20:39:24+00:00,2.0.0,2,iOS,SG,SESSION_1256,"{'item_id': 'ITEM_191', 'amount': None, 'query': None, 'screen_name': None}",2024-01-02,20,Tuesday,1,2024-01
EVT_000575,USER_073,wishlist_remove,2024-01-12 20:37:56+00:00,1.1.2,1,Web,MY,SESSION_8798,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-12,20,Friday,2,2024-01
EVT_000576,USER_241,item_view,2024-01-09 14:26:15+00:00,1.5.7,1,Web,ID,SESSION_1616,"{'item_id': 'ITEM_742', 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,14,Tuesday,2,2024-01
EVT_000577,USER_002,download_started,2024-01-14 09:22:26+00:00,1.0.8,1,iOS,PH,SESSION_4860,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,9,Sunday,2,2024-01
EVT_000579,USER_041,app_close,2024-01-14 15:31:11+00:00,2.2.3,2,Android,MY,SESSION_1885,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,15,Sunday,2,2024-01
EVT_000580,USER_195,review_submitted,2024-01-06 19:51:56+00:00,1.5.0,1,Web,SG,SESSION_1709,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-06,19,Saturday,1,2024-01
EVT_000581,USER_030,screen_view,2024-01-03 00:31:32+00:00,2.4.9,2,Android,TH,SESSION_4855,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'search'}",2024-01-03,0,Wednesday,1,2024-01
EVT_000583,USER_057,screen_view,2024-01-14 06:24:57+00:00,2.0.6,2,iOS,SG,SESSION_8716,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': 'checkout'}",2024-01-14,6,Sunday,2,2024-01
EVT_000584,USER_035,review_submitted,2024-01-08 05:24:23+00:00,2.2.3,2,Android,SG,SESSION_4181,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-08,5,Monday,2,2024-01
EVT_000585,USER_072,search,2024-01-01 22:36:03+00:00,2.3.6,2,iOS,MY,SESSION_2820,"{'item_id': None, 'amount': None, 'query': 'search_term_29', 'screen_name': None}",2024-01-01,22,Monday,1,2024-01
EVT_000586,USER_203,crash,2024-01-15 09:38:10+00:00,1.0.6,1,Web,TH,SESSION_3784,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-15,9,Monday,3,2024-01
EVT_000587,USER_215,review_submitted,2024-01-14 06:37:30+00:00,1.5.6,1,Web,SG,SESSION_5573,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-14,6,Sunday,2,2024-01
EVT_000588,USER_057,error,2024-01-04 10:27:37+00:00,1.3.0,1,iOS,TH,SESSION_3440,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-04,10,Thursday,1,2024-01
EVT_000589,USER_136,wishlist_add,2024-01-12 16:02:27+00:00,1.3.7,1,iOS,ID,SESSION_8852,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-12,16,Friday,2,2024-01
EVT_000590,USER_105,add_to_cart,2024-01-09 00:44:46+00:00,2.2.3,2,Web,ID,SESSION_3174,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-09,0,Tuesday,2,2024-01
EVT_000591,USER_042,review_submitted,2024-01-01 15:42:19+00:00,2.3.2,2,Web,TH,SESSION_1399,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-01,15,Monday,1,2024-01
EVT_000592,USER_181,app_open,2024-01-03 11:40:29+00:00,2.5.5,2,Web,ID,SESSION_2158,"{'item_id': None, 'amount': None, 'query': None, 'screen_name': None}",2024-01-03,11,Wednesday,1,2024-01
